Zipcode,Place Name,State,County,Lat,Lon,
45 27413,Greensboro,NC,Guilford,36.0726,-79.79,
40 38923,Coila,MS,Carroll,33.3731,-89.991,
41 50026,Bagley,IA,Guthrie,41.8341,-94.441,
42 41262,Tomahawk,KY,Martin,37.8687,-82.597,
55 92339,Forest Falls,CA,San Bernardino,34.0937,-116.936,
45 62052,Jerseyville,IL,Jersey,39.1213,-90.333,
47 15242,Pittsburgh,PA,Allegheny,40.4344,-80.024,
45 30180,Villa Rica,GA,Carroll,33.7173,-84.929,
48 43935,Martins Ferry,OH,Belmont,40.1036,-80.736,
48 21762,Libertytown,MD,Frederick,39.4822,-77.246,
42 54765,Sand Creek,WI,Dunn,45.1429,-91.699,
61 70803,Baton Rouge,LA,East Baton Rouge Parish,30.405,-91.186,
51 90087,Los Angeles,CA,Los Angeles,34.0522,-118.243,
43 30220,Grantville,GA,Coweta,33.2473,-84.83,
57 21090,Linthicum Heights,MD,Anne Arundel,39.2092,-76.668,
44 72937,Hackett,AR,Sebastian,35.1945,-94.398,
39 8001,Alloway,NJ,Salem,39.5591,-75.350,
48 83303,Twin Falls,ID,Twin Falls,42.563,-114.460,
45 27340,Saxapahaw,NC,Alamance,35.9488,-79.329,
47 18801,Montrose,PA,Susquehanna,41.8396,-75.882,
39 62351,Mendon,IL,Adams,40.0857,-91.289,
41 77971,Lolita,TX,Jackson,28.7724,-96.479,
41 73741,Helena,OK,Alfalfa,36.5438,-98.277,
37 75702,Tyler,TX,Smith,32.362,-95.311,
46 13804,Masonville,NY,Delaware,42.2102,-75.373,
44 16116,Edinburg,PA,Lawrence,41.0276,-80.463,
40 77258,Houston,TX,Harris,29.834,-95.434,
39 27668,Raleigh,NC,Wake,35.7977,-78.625,
58 20058,Washington,DC,District of Columbia,38.8933,-77.014,
46 64114,Kansas City,MO,Jackson,38.9621,-94.595,
43 88905,The Lakes,NV,Clark,35.9279,-114.972,
44 83466,North Fork,ID,Lemhi,45.4242,-114.041,
44 45042,Middletown,OH,Butler,39.5321,-84.389,
38 44210,Bath,OH,Summit,41.1889,-81.636,
47 16057,Slippery Rock,PA,Butler,41.0454,-80.046,
47 33239,Miami Beach,FL,Miami-Dade,25.7907,-80.1,
47 19493,Valley Forge,PA,Chester,40.0971,-75.469,
48 43772,Pleasant City,OH,Guernsey,39.9095,-81.55,
42 14869,Odessa,NY,Schuyler,42.3609,-76.771,
51 35011,Alexander City,AL,Tallapoosa,32.9902,-85.95,
48 43068,Reynoldsburg,OH,Franklin,39.9551,-82.803,
47 26205,Craigsville,WV,Nicholas,38.3254,-80.644,
43 32308,Tallahassee,FL,Leon,30.4771,-84.224,
43 44503,Youngstown,OH,Mahoning,41.102,-80.6,
46 47556,Mariah Hill,IN,Spencer,38.1664,-86.917,
41 47980,Reynolds,IN,White,40.7606,-86.869,
45 81091,Weston,CO,Las Animas,37.1702,-104.824,
50 98252,Granite Falls,WA,Snohomish,48.079,-121.942,
42 70353,Dulac,LA,Terrebonne,29.3695,-90.69,
41 34460,Lecanto,FL,Citrus,28.8593,-82.508,
42 66739,Galena,KS,Cherokee,37.0632,-94.655,
44 37207,Nashville,TN,Davidson,36.2195,-86.77,
42 54138,Lakewood,WI,Oconto,45.3163,-88.503,
46 63535,Coatsville,MO,Schuyler,40.5665,-92.638,
42 12543,Maybrook,NY,Orange,41.4886,-74.216,
49 35553,Double Springs,AL,Winston,34.1387,-87.397,
42 96069,Oak Run,CA,Shasta,40.6863,-122.040,
52 71240,Fairbanks,LA,Ouachita Parish,32.6443,-92.036,
42 70359,Gray,LA,Terrebonne,29.6903,-90.780,
41 38237,Martin,TN,Weakley,36.3425,-88.855,
46 34287,North Port,FL,Sarasota,27.0478,-82.241,
41 7645,Montvale,NJ,Bergen,41.0495,-74.038,
48 95269,Stockton,CA,San Joaquin,38.0187,-121.322,
39 61567,Topeka,IL,Mason,40.3303,-89.931,
51 33437,Boynton Beach,FL,Palm Beach,26.5312,-80.141,
45 8504,Blawenburg,NJ,Somerset,40.4076,-74.702,
44 12568,Plattekill,NY,Ulster,41.6412,-74.078,
43 78579,Progreso,TX,Hidalgo,26.0922,-97.953,
46 62424,Dieterich,IL,Effingham,39.0319,-88.407,
40 36675,Mobile,AL,Mobile,30.6944,-88.043,
39 4851,Matinicus,ME,Knox,43.8651,-68.88,
43 64469,Maysville,MO,DeKalb,39.9112,-94.354,
44 33650,Tampa,FL,Hillsborough,27.872,-82.438,
39 56248,Herman,MN,Grant,45.8086,-96.143,
46 28258,Charlotte,NC,Mecklenburg,35.26,-80.804,
41 77054,Houston,TX,Harris,29.6852,-95.401,
44 61863,Pesotum,IL,Champaign,39.9151,-88.274,
49 15422,Chestnut Ridge,PA,Fayette,39.9812,-79.811,
42 83340,Ketchum,ID,Blaine,43.6692,-114.485,
45 35740,Bridgeport,AL,Jackson,34.9446,-85.727,
45 65662,Grovespring,MO,Wright,37.4947,-92.600,
41 39553,Gautier,MS,Jackson,30.398,-88.641,
47 95843,Antelope,CA,Sacramento,38.7159,-121.364,
52 23286,Richmond,VA,City of Richmond,37.5242,-77.493,
46 24549,Dry Fork,VA,Pittsylvania,36.743,-79.45,
47 15268,Pittsburgh,PA,Allegheny,40.4344,-80.024,
42 11381,Flushing,NY,Queens,40.6514,-73.870,
41 77034,Houston,TX,Harris,29.6364,-95.221,
47 95141,San Jose,CA,Santa Clara,37.3394,-121.89,
47 50266,West Des Moines,IA,Polk,41.5695,-93.799,
48 72478,Warm Springs,AR,Randolph,36.4803,-91.051,
43 57055,Renner,SD,Minnehaha,43.6366,-96.711,
46 62996,Villa Ridge,IL,Pulaski,37.1578,-89.182,
44 38756,Leland,MS,Washington,33.3985,-90.883,
48 78630,Cedar Park,TX,Williamson,30.5052,-97.820,
48 89440,Virginia City,NV,Storey,39.2965,-119.658,
47 35226,Birmingham,AL,Jefferson,33.3967,-86.834,
48 71110,Barksdale Afb,LA,Bossier,32.5137,-93.640,
45 51543,Kimballton,IA,Audubon,41.6352,-95.055,
41 53119,Eagle,WI,Waukesha,42.8809,-88.467,
44 25651,Wharncliffe,WV,Mingo,37.5554,-81.965,
42 21667,Still Pond,MD,Kent,39.3293,-76.045,
48 95120,San Jose,CA,Santa Clara,37.2144,-121.857,
45 87506,Santa Fe,NM,Santa Fe,35.8195,-105.988,
45 6503,New Haven,CT,New Haven,41.3082,-72.928,
39 74331,Afton,OK,Ottawa,36.6296,-94.943,
46 23917,Boydton,VA,Mecklenburg,36.6544,-78.375,
39 53039,Juneau,WI,Dodge,43.3792,-88.684,
48 17946,Lost Creek,PA,Schuylkill,40.8081,-76.240,
40 14857,Lakemont,NY,Yates,42.5126,-76.92,
42 85546,Safford,AZ,Graham,32.8295,-109.626,
40 34107,Naples,FL,Collier,26.1423,-81.79,
45 49969,Watersmeet,MI,Gogebic,46.2542,-89.210,
42 24888,Thorpe,WV,McDowell,37.3687,-81.516,
43 97504,Medford,OR,Jackson,42.3363,-122.839,
42 26136,Big Bend,WV,Calhoun,38.9719,-81.13,
52 84121,Salt Lake City,UT,Salt Lake,40.6226,-111.777,
47 44221,Cuyahoga Falls,OH,Summit,41.1401,-81.47,
43 96726,Honaunau,HI,Hawaii,19.2783,-155.845,
45 61524,Dunfermline,IL,Fulton,40.4912,-90.031,
41 4573,Walpole,ME,Lincoln,43.9462,-69.551,
41 69366,Whitman,NE,Grant,41.9584,-101.521,
46 42442,Nortonville,KY,Hopkins,37.1834,-87.460,
47 28775,Scaly Mountain,NC,Macon,35.0311,-83.327,
44 37374,Sequatchie,TN,Marion,35.1634,-85.637,
44 25720,Huntington,WV,Cabell,38.4134,-82.277,
52 75886,Tennessee Colony,TX,Anderson,31.8354,-95.838,
45 37398,Winchester,TN,Franklin,35.1864,-86.11,
41 7869,Randolph,NJ,Morris,40.8456,-74.572,
45 20120,Centreville,VA,Fairfax,38.8448,-77.46,
45 97063,Tygh Valley,OR,Wasco,45.2229,-121.292,
42 26035,Colliers,WV,Brooke,40.3484,-80.549,
46 87573,Tererro,NM,San Miguel,35.7727,-105.671,
57 88330,Holloman Air Force Base,NM,Otero,32.8366,-106.077,
49 17983,Valley View,PA,Schuylkill,40.6445,-76.544,
49 95834,Sacramento,CA,Sacramento,38.6383,-121.507,
41 61772,Shirley,IL,McLean,40.4174,-89.082,
46 26808,High View,WV,Hampshire,39.2225,-78.442,
43 30123,Cassville,GA,Bartow,34.2442,-84.845,
42 27053,Westfield,NC,Surry,36.4674,-80.367,
42 50364,Des Moines,IA,Polk,41.6727,-93.572,
44 14709,Angelica,NY,Allegany,42.3263,-77.994,
48 28280,Charlotte,NC,Mecklenburg,35.2271,-80.843,
46 91333,Pacoima,CA,Los Angeles,34.2625,-118.42,
40 7649,Oradell,NJ,Bergen,40.9535,-74.033,
52 43920,East Liverpool,OH,Columbiana,40.6774,-80.600,
44 68870,Riverdale,NE,Buffalo,40.8524,-99.161,
39 17527,Gap,PA,Lancaster,40.002,-75.997,
40 78746,Austin,TX,Travis,30.2971,-97.818,
36 17406,York,PA,York,40.0046,-76.594,
58 20208,Washington,DC,District of Columbia,38.8966,-77.011,
40 84775,Torrey,UT,Wayne,38.2969,-111.413,
53 34987,Port Saint Lucie,FL,St. Lucie,27.2606,-80.477,
43 14815,Bradford,NY,Steuben,42.3825,-77.091,
46 54846,High Bridge,WI,Ashland,46.3796,-90.738,
44 76538,Jonesboro,TX,Coryell,31.5599,-97.845,
41 73565,Ryan,OK,Jefferson,34.0238,-97.946,
42 22972,Somerset,VA,Orange,38.1997,-78.239,
42 62914,Cairo,IL,Alexander,37.0123,-89.181,
45 59276,Whitetail,MT,Daniels,48.8956,-105.161,
38 53717,Madison,WI,Dane,43.0736,-89.50,
43 45390,Union City,OH,Darke,40.2018,-84.783,
39 2816,Coventry,RI,Kent,41.6914,-71.576,
43 67071,Lake City,KS,Barber,37.3569,-98.809,
41 66603,Topeka,KS,Shawnee,39.0553,-95.680,
39 60401,Beecher,IL,Will,41.3444,-87.611,
44 76367,Iowa Park,TX,Wichita,33.9423,-98.674,
49 40165,Shepherdsville,KY,Bullitt,38.0045,-85.688,
44 76430,Albany,TX,Shackelford,32.719,-99.319,
48 47705,Evansville,IN,Vanderburgh,37.9971,-87.57,
41 93613,Clovis,CA,Fresno,36.8252,-119.702,
58 20201,Washington,DC,District of Columbia,38.8933,-77.014,
40 80294,Denver,CO,Denver,39.7491,-104.98,
41 56637,Talmoon,MN,Itasca,47.5888,-93.774,
48 63624,Bismarck,MO,St. Francois,37.7539,-90.598,
52 21146,Severna Park,MD,Anne Arundel,39.0811,-76.557,
41 58382,Webster,ND,Ramsey,48.3229,-98.873,
45 56069,Montgomery,MN,Le Sueur,44.4356,-93.58,
41 66056,Mound City,KS,Linn,38.156,-94.818,
44 85031,Phoenix,AZ,Maricopa,33.4939,-112.169,
46 42171,Smiths Grove,KY,Warren,37.0581,-86.193,
49 11934,Center Moriches,NY,Suffolk,40.7997,-72.79,
45 2349,Middleboro,MA,Plymouth,41.8932,-70.911,
42 92816,Anaheim,CA,Orange,33.8401,-117.886,
44 43213,Columbus,OH,Franklin,39.9727,-82.832,
44 95678,Roseville,CA,Placer,38.7609,-121.286,
47 61111,Loves Park,IL,Winnebago,42.3295,-89.033,
46 80437,Evergreen,CO,Jefferson,39.522,-105.223,
44 6910,Stamford,CT,Fairfield,41.0391,-73.559,
43 53596,Sun Prairie,WI,Dane,43.1924,-89.262,
44 25259,Looneyville,WV,Roane,38.6641,-81.282,
45 24868,Northfork,WV,McDowell,37.4194,-81.405,
43 24813,Bartley,WV,McDowell,37.3407,-81.737,
39 79731,Crane,TX,Crane,31.3969,-102.354,
41 41083,Sanders,KY,Carroll,38.661,-84.973,
48 21715,Brownsville,MD,Washington,39.3869,-77.65,
46 95446,Guerneville,CA,Sonoma,38.5055,-122.996,
45 71230,Crowville,LA,Franklin,32.2407,-91.590,
43 26448,Wallace,WV,Harrison,39.4117,-80.486,
38 66755,Moran,KS,Allen,37.9342,-95.164,
49 61080,South Beloit,IL,Winnebago,42.4837,-89.029,
41 7026,Garfield,NJ,Bergen,40.8789,-74.108,
46 15628,Donegal,PA,Westmoreland,40.0996,-79.38,
39 60510,Batavia,IL,Kane,41.8482,-88.309,
47 55415,Minneapolis,MN,Hennepin,44.9742,-93.258,
38 25149,Ottawa,WV,Boone,37.9971,-81.71,
45 36862,Lafayette,AL,Chambers,32.9252,-85.442,
47 12124,New Baltimore,NY,Greene,42.4442,-73.788,
46 70114,New Orleans,LA,Orleans,29.9379,-90.033,
43 13624,Clayton,NY,Jefferson,44.1442,-76.06,
45 1460,Littleton,MA,Middlesex,42.5401,-71.487,
46 45268,Cincinnati,OH,Hamilton,39.1668,-84.538,
51 20752,Suitland,MD,Prince George's,38.8487,-76.923,
41 35756,Madison,AL,Madison,34.643,-86.816,
44 63952,Mill Spring,MO,Wayne,37.0675,-90.674,
42 47948,Goodland,IN,Newton,40.7669,-87.299,
45 4282,Turner,ME,Androscoggin,44.2557,-70.249,
42 52648,Pilot Grove,IA,Lee,40.7628,-91.536,
41 47847,Dana,IN,Vermillion,39.839,-87.471,
44 76528,Gatesville,TX,Coryell,31.4177,-97.83,
43 67870,Satanta,KS,Haskell,37.4409,-100.969,
45 77622,Hamshire,TX,Jefferson,29.8668,-94.318,
45 44128,Cleveland,OH,Cuyahoga,41.4416,-81.548,
43 30917,Augusta,GA,Columbia,33.5277,-82.235,
42 5825,Coventry,VT,Orleans,44.8656,-72.264,
49 64664,Mooresville,MO,Livingston,39.7425,-93.716,
43 56044,Henderson,MN,Sibley,44.5344,-93.934,
40 43619,Northwood,OH,Wood,41.608,-83.480,
46 65111,Jefferson City,MO,Cole,38.5309,-92.249,
45 74021,Collinsville,OK,Tulsa,36.3701,-95.846,
45 5158,Westminster,VT,Windham,43.0826,-72.474,
48 97054,Deer Island,OR,Columbia,45.9356,-122.898,
41 73626,Canute,OK,Washita,35.4037,-99.281,
41 79073,Plainview,TX,Hale,34.0689,-101.82,
39 60163,Berkeley,IL,Cook,41.8888,-87.90,
43 7737,Leonardo,NJ,Monmouth,40.4177,-74.062,
49 24013,Roanoke,VA,Roanoke (city),37.2677,-79.924,
42 71378,Wisner,LA,Franklin,31.9913,-91.676,
41 93030,Oxnard,CA,Ventura,34.2141,-119.17,
46 90294,Venice,CA,Los Angeles,33.9908,-118.460,
47 18710,Wilkes Barre,PA,Luzerne,41.2722,-75.880,
40 94998,Novato,CA,Marin,38.1173,-122.568,
42 67056,Halstead,KS,Harvey,38.0064,-97.511,
36 25043,Clay,WV,Clay,38.4764,-81.069,
39 64680,Stet,MO,Carroll,39.4231,-93.758,
44 75085,Richardson,TX,Dallas,32.7673,-96.777,
37 45323,Enon,OH,Clark,39.8663,-83.938,
43 80621,Fort Lupton,CO,Weld,40.108,-104.801,
39 14212,Buffalo,NY,Erie,42.8946,-78.824,
41 36913,Melvin,AL,Choctaw,32.0042,-88.200,
39 44689,Wilmot,OH,Stark,40.6567,-81.635,
41 51520,Arion,IA,Crawford,41.9504,-95.462,
43 46012,Anderson,IN,Madison,40.1309,-85.653,
39 49047,Dowagiac,MI,Cass,41.991,-86.116,
42 63468,Shelbina,MO,Shelby,39.6947,-92.037,
43 81101,Alamosa,CO,Alamosa,37.4703,-105.878,
42 56461,Laporte,MN,Hubbard,47.2368,-94.777,
41 56464,Menahga,MN,Wadena,46.7572,-95.071,
49 93536,Lancaster,CA,Los Angeles,34.7471,-118.368,
39 88030,Deming,NM,Luna,32.2318,-107.746,
46 56340,Holdingford,MN,Stearns,45.7249,-94.458,
39 25253,Letart,WV,Mason,38.9311,-81.975,
55 92305,Angelus Oaks,CA,San Bernardino,34.1531,-116.948,
43 46942,Lake Cicott,IN,Cass,40.7361,-86.373,
42 28170,Wadesboro,NC,Anson,34.9809,-80.069,
41 16835,Fleming,PA,Centre,40.9046,-77.875,
44 10913,Blauvelt,NY,Rockland,41.0626,-73.962,
45 95693,Wilton,CA,Sacramento,38.3983,-121.230,
43 33155,Miami,FL,Miami-Dade,25.7392,-80.310,
41 38382,Trenton,TN,Gibson,35.9712,-88.950,
34 96941,Pohnpei,FM,,7.1383,151.503,
41 96101,Alturas,CA,Modoc,41.4767,-120.545,
41 57256,Ortley,SD,Roberts,45.2657,-97.192,
43 16827,Boalsburg,PA,Centre,40.7793,-77.782,
41 58494,Wing,ND,Burleigh,47.1519,-100.307,
38 65468,Eunice,MO,Texas,37.248,-91.783,
44 39157,Ridgeland,MS,Madison,32.4122,-90.120,
50 92285,Landers,CA,San Bernardino,34.3103,-116.524,
40 98822,Entiat,WA,Chelan,47.7057,-120.27,
41 44139,Solon,OH,Cuyahoga,41.3866,-81.442,
42 78572,Mission,TX,Hidalgo,26.2159,-98.325,
43 10984,Thiells,NY,Rockland,41.2078,-74.015,
46 17002,Allensville,PA,Mifflin,40.5075,-77.839,
44 23175,Urbanna,VA,Middlesex,37.6356,-76.591,
40 75342,Dallas,TX,Dallas,32.7673,-96.777,
40 78704,Austin,TX,Travis,30.2428,-97.765,
41 79324,Enochs,TX,Bailey,33.8731,-102.759,
43 26543,Osage,WV,Monongalia,39.6587,-80.007,
46 16648,Hollidaysburg,PA,Blair,40.4387,-78.368,
40 99118,Curlew,WA,Ferry,48.9108,-118.645,
39 27706,Durham,NC,Durham,35.997,-78.942,
39 5778,Whiting,VT,Addison,43.894,-73.20,
47 96033,French Gulch,CA,Shasta,40.7035,-122.622,
47 35229,Birmingham,AL,Jefferson,33.4629,-86.790,
41 48529,Burton,MI,Genesee,42.9744,-83.662,
42 29015,Blair,SC,Fairfield,34.4967,-81.345,
45 32514,Pensacola,FL,Escambia,30.5241,-87.216,
45 29377,Startex,SC,Spartanburg,34.9285,-82.09,
47 72036,Cotton Plant,AR,Woodruff,35.0178,-91.22,
43 49454,Scottville,MI,Mason,43.9547,-86.280,
38 60436,Joliet,IL,Will,41.4884,-88.157,
44 29335,Enoree,SC,Spartanburg,34.671,-81.923,
43 50582,Rutland,IA,Humboldt,42.7635,-94.271,
39 24983,Union,WV,Monroe,37.5802,-80.524,
46 5671,Waterbury,VT,Washington,44.3378,-72.756,
36 68810,Alda,NE,Hall,40.8711,-98.468,
41 75448,Klondike,TX,Delta,33.3034,-95.801,
48 75681,Mount Enterprise,TX,Rusk,31.9125,-94.623,
40 76426,Bridgeport,TX,Wise,33.187,-97.78,
47 97497,Wolf Creek,OR,Josephine,42.6522,-123.42,
51 95053,Santa Clara,CA,Santa Clara,37.3498,-121.937,
43 71454,Montgomery,LA,Grant,31.6674,-92.841,
42 90680,Stanton,CA,Orange,33.7991,-117.995,
45 97202,Portland,OR,Multnomah,45.484,-122.636,
44 79846,Redford,TX,Presidio,29.4702,-104.005,
49 13745,Chenango Bridge,NY,Broome,42.1738,-75.872,
52 54927,Butte Des Morts,WI,Winnebago,44.1031,-88.653,
46 72466,Smithville,AR,Lawrence,36.0908,-91.274,
42 16157,Wampum,PA,Lawrence,40.8819,-80.339,
41 87524,Costilla,NM,Taos,36.9324,-105.672,
45 78115,Geronimo,TX,Guadalupe,29.5451,-98.040,
49 92377,Rialto,CA,San Bernardino,34.1561,-117.404,
44 76268,Southmayd,TX,Grayson,33.6304,-96.769,
47 4253,Livermore,ME,Androscoggin,44.4079,-70.21,
59 23628,Newport News,VA,Newport News (city),37.1959,-76.524,
42 39171,Thomastown,MS,Leake,32.864,-89.669,
40 34994,Stuart,FL,Martin,27.1968,-80.253,
42 89423,Minden,NV,Douglas,39.0218,-119.731,
50 40456,Mount Vernon,KY,Rockcastle,37.3983,-84.337,
39 84409,Ogden,UT,Weber,41.2553,-111.956,
43 52031,Bellevue,IA,Jackson,42.2582,-90.435,
45 18044,Easton,PA,Northampton,40.6884,-75.220,
39 60479,Verona,IL,Grundy,41.2501,-88.51,
44 21120,Parkton,MD,Baltimore,39.6422,-76.673,
44 17301,Abbottstown,PA,Adams,39.8881,-76.993,
48 20615,Broomes Island,MD,Calvert,38.418,-76.547,
43 26263,Dryfork,WV,Randolph,38.9489,-79.437,
47 44855,North Fairfield,OH,Huron,41.103,-82.599,
46 60917,Buckingham,IL,Kankakee,41.0433,-88.177,
45 35560,Goodsprings,AL,Walker,33.6795,-87.237,
47 62810,Belle Rive,IL,Jefferson,38.2153,-88.755,
44 48068,Royal Oak,MI,Oakland,42.4895,-83.144,
41 17327,Glen Rock,PA,York,39.7813,-76.747,
47 29407,Charleston,SC,Charleston,32.7993,-80.00,
39 93522,Darwin,CA,Inyo,36.2948,-117.595,
39 57450,Hoven,SD,Potter,45.2278,-99.776,
41 60060,Mundelein,IL,Lake,42.2636,-88.004,
48 95691,West Sacramento,CA,Yolo,38.5673,-121.551,
43 53185,Waterford,WI,Racine,42.7632,-88.197,
46 28080,Iron Station,NC,Lincoln,35.4657,-81.10,
50 84313,Grouse Creek,UT,Box Elder,41.7094,-113.883,
46 11356,College Point,NY,Queens,40.7855,-73.84,
46 72648,Marble Falls,AR,Newton,36.0695,-93.156,
46 92843,Garden Grove,CA,Orange,33.7671,-117.92,
42 47274,Seymour,IN,Jackson,38.9571,-85.882,
40 54857,Mikana,WI,Barron,45.6096,-91.619,
45 61814,Bismarck,IL,Vermilion,40.2552,-87.613,
42 89177,Las Vegas,NV,Clark,36.175,-115.137,
40 77963,Goliad,TX,Goliad,28.6993,-97.378,
45 71028,Gibsland,LA,Bienville,32.5299,-93.070,
42 54471,Ringle,WI,Marathon,44.9238,-89.432,
42 46517,Elkhart,IN,Elkhart,41.6469,-85.972,
50 33855,Indian Lake Estates,FL,Polk,27.798,-81.357,
45 13619,Carthage,NY,Jefferson,43.9791,-75.601,
45 39477,Sandersville,MS,Jones,31.7909,-89.041,
51 13670,Oswegatchie,NY,St. Lawrence,44.1933,-75.065,
39 93628,Hume,CA,Fresno,36.7515,-118.957,
44 30707,Chickamauga,GA,Walker,34.858,-85.322,
42 22032,Fairfax,VA,Fairfax,38.8177,-77.292,
41 50531,Dolliver,IA,Emmet,43.4664,-94.624,
40 55723,Cook,MN,St. Louis,47.8442,-92.72,
51 91309,Canoga Park,CA,Los Angeles,34.2011,-118.598,
42 39095,Lexington,MS,Holmes,33.125,-90.055,
42 48437,Genesee,MI,Genesee,43.1123,-83.615,
40 48174,Romulus,MI,Wayne,42.2223,-83.396,
45 97209,Portland,OR,Multnomah,45.527,-122.685,
42 69217,Long Pine,NE,Brown,42.5364,-99.700,
42 98380,Seabeck,WA,Kitsap,47.5913,-122.868,
43 65667,Hartville,MO,Wright,37.2735,-92.518,
40 45330,Gratis,OH,Preble,39.6483,-84.528,
47 61279,Reynolds,IL,Rock Island,41.3277,-90.638,
41 65632,Conway,MO,Laclede,37.5085,-92.789,
48 20716,Bowie,MD,Prince George's,38.9263,-76.709,
43 10915,Bullville,NY,Orange,41.5443,-74.361,
47 71351,Marksville,LA,Avoyelles,31.1396,-92.083,
43 23830,Carson,VA,Dinwiddie,37.0393,-77.435,
44 25707,Huntington,WV,Cabell,38.4134,-82.277,
44 12571,Red Hook,NY,Dutchess,42.0064,-73.854,
45 28542,Camp Lejeune,NC,Onslow,34.664,-77.463,
38 74115,Tulsa,OK,Tulsa,36.1754,-95.911,
55 93105,Santa Barbara,CA,Santa Barbara,34.4369,-119.728,
45 22610,Bentonville,VA,Warren,38.8187,-78.275,
43 65619,Brookline,MO,Greene,37.1634,-93.420,
43 67428,Canton,KS,McPherson,38.3858,-97.429,
39 65613,Bolivar,MO,Polk,37.6085,-93.412,
47 49917,Copper City,MI,Houghton,47.2842,-88.387,
46 64052,Independence,MO,Jackson,39.075,-94.449,
43 72523,Concord,AR,Cleburne,35.6414,-91.833,
40 38127,Memphis,TN,Shelby,35.251,-90.029,
45 60186,West Chicago,IL,DuPage,41.8848,-88.20,
48 90508,Torrance,CA,Los Angeles,33.7866,-118.298,
43 29081,Ehrhardt,SC,Bamberg,33.1044,-81.022,
40 34714,Clermont,FL,Polk,28.4113,-81.781,
45 14720,Celoron,NY,Chautauqua,42.1095,-79.283,
45 91917,Dulzura,CA,San Diego,32.6152,-116.728,
42 73068,Noble,OK,Cleveland,35.1417,-97.340,
44 43221,Columbus,OH,Franklin,40.0226,-83.077,
45 31054,Mc Intyre,GA,Wilkinson,32.8468,-83.20,
43 78562,La Villa,TX,Hidalgo,26.2999,-97.924,
52 22845,Orkney Springs,VA,Shenandoah,38.7937,-78.811,
46 4489,Stillwater,ME,Penobscot,44.9224,-68.686,
42 60466,Park Forest,IL,Cook,41.479,-87.682,
43 37342,Hillsboro,TN,Coffee,35.3699,-85.972,
41 30541,Epworth,GA,Fannin,34.9129,-84.539,
45 32228,Jacksonville,FL,Duval,30.3824,-81.436,
50 90831,Long Beach,CA,Los Angeles,33.7678,-118.199,
47 37401,Chattanooga,TN,Hamilton,35.0456,-85.309,
57 12033,Castleton On Hudson,NY,Rensselaer,42.5376,-73.707,
36 54139,Lena,WI,Oconto,44.956,-88.07,
39 27627,Raleigh,NC,Wake,35.7977,-78.625,
42 28056,Gastonia,NC,Gaston,35.2172,-81.125,
40 48207,Detroit,MI,Wayne,42.3524,-83.027,
48 95437,Fort Bragg,CA,Mendocino,39.4402,-123.770,
40 49895,Wetmore,MI,Alger,46.3535,-86.634,
48 15032,Curtisville,PA,Allegheny,40.6423,-79.850,
46 71261,Mer Rouge,LA,Morehouse,32.7718,-91.771,
39 47866,Pimento,IN,Vigo,39.2929,-87.335,
41 66667,Topeka,KS,Shawnee,39.0429,-95.769,
41 88056,Rodeo,NM,Hidalgo,31.8358,-109.032,
46 82933,Fort Bridger,WY,Uinta,41.3166,-110.384,
43 6262,Quinebaug,CT,Windham,42.0217,-71.939,
44 10004,New York,NY,New York,40.6964,-74.025,
49 94209,Sacramento,CA,Sacramento,38.5816,-121.494,
46 40056,Pewee Valley,KY,Oldham,38.3039,-85.483,
48 80527,Fort Collins,CO,Larimer,40.5853,-105.084,
42 18437,Lake Como,PA,Wayne,41.8666,-75.323,
44 25423,Halltown,WV,Jefferson,39.314,-77.797,
39 53744,Madison,WI,Dane,43.0696,-89.423,
47 97604,Crater Lake,OR,Klamath,42.9465,-122.176,
47 10546,Millwood,NY,Westchester,41.2015,-73.792,
55 93111,Santa Barbara,CA,Santa Barbara,34.4453,-119.802,
43 14125,Oakfield,NY,Genesee,43.0717,-78.270,
49 43766,New Straitsville,OH,Perry,39.5869,-82.248,
52 14731,Ellicottville,NY,Cattaraugus,42.2959,-78.660,
52 99758,Minto,AK,Yukon-Koyukuk (CA),65.0584,-149.691,
37 10453,Bronx,NY,Bronx,40.852,-73.912,
48 38039,Grand Junction,TN,Hardeman,35.049,-89.18,
38 83244,Howe,ID,Butte,43.9087,-113.087,
45 48027,Goodells,MI,St. Clair,42.9443,-82.691,
44 78225,San Antonio,TX,Bexar,29.3875,-98.524,
42 95659,Nicolaus,CA,Sutter,38.8657,-121.55,
45 62622,Bluff Springs,IL,Cass,39.9796,-90.352,
53 44147,Broadview Heights,OH,Cuyahoga,41.3141,-81.673,
45 31310,Hinesville,GA,Liberty,31.8068,-81.437,
45 8862,Perth Amboy,NJ,Middlesex,40.43,-74.417,
44 26611,Cedarville,WV,Gilmer,38.8451,-80.832,
51 44881,Sulphur Springs,OH,Crawford,40.8709,-82.877,
50 59624,Helena,MT,Lewis and Clark,46.5927,-112.036,
39 84404,Ogden,UT,Weber,41.2627,-111.983,
47 42103,Bowling Green,KY,Warren,36.9663,-86.393,
40 95937,Dunnigan,CA,Yolo,38.887,-121.999,
74 94164,San Francisco,CA,City and County of San Francisco,37.7749,-122.419,
48 15479,Smithton,PA,Westmoreland,40.1553,-79.738,
46 13625,Colton,NY,St. Lawrence,44.5016,-74.932,
43 30548,Hoschton,GA,Jackson,34.0866,-83.780,
